isoform_id	gencode_biotype
ENST00000418299.5	nonsense_mediated_decay
ENST00000675378.1	nonsense_mediated_decay
ENST00000643708.1	nonsense_mediated_decay
ENST00000683199.1	retained_intron
ENST00000502658.1	protein_coding
ENST00000681672.1	nonsense_mediated_decay
ENST00000509189.5	nonsense_mediated_decay
ENST00000406039.5	protein_coding
ENST00000256441.5	protein_coding
ENST00000511257.1	protein_coding
ENST00000681588.1	nonsense_mediated_decay
ENST00000380729.8	protein_coding
ENST00000446221.6	nonsense_mediated_decay
ENST00000770175.1	lncRNA
ENST00000873593.1	protein_coding
ENST00000543322.5	protein_coding
ENST00000308077.9	nonsense_mediated_decay
ENST00000875692.1	protein_coding
ENST00000672400.1	nonsense_mediated_decay
ENST00000672135.1	nonsense_mediated_decay
ENST00000904657.1	protein_coding
ENST00000319211.5	protein_coding
ENST00000614488.4	nonsense_mediated_decay
ENST00000512907.5	retained_intron
ENST00000665095.1	lncRNA
ENST00000513814.5	nonsense_mediated_decay
ENST00000853356.1	protein_coding
ENST00000438793.8	protein_coding
ENST00000511137.5	nonsense_mediated_decay
ENST00000505350.2	nonsense_mediated_decay
ENST00000391338.3	protein_coding
ENST00000379594.7	nonsense_mediated_decay
ENST00000513374.1	protein_coding
ENST00000645832.1	nonsense_mediated_decay
ENST00000514099.5	nonsense_mediated_decay
ENST00000675372.1	nonsense_mediated_decay
ENST00000511475.6	nonsense_mediated_decay
ENST00000508495.5	nonsense_mediated_decay
ENST00000508488.2	nonsense_mediated_decay
ENST00000448810.6	nonsense_mediated_decay
ENST00000686757.1	nonsense_mediated_decay
ENST00000458488.2	protein_coding
ENST00000507024.5	nonsense_mediated_decay
ENST00000033079.7	protein_coding
ENST00000450845.7	protein_coding
ENST00000230990.7	protein_coding
ENST00000509914.5	nonsense_mediated_decay
ENST00000645491.1	nonsense_mediated_decay
ENST00000530339.2	protein_coding
ENST00000529310.6	protein_coding
ENST00000617641.4	protein_coding
ENST00000444782.5	protein_coding
ENST00000518856.1	protein_coding
ENST00000231484.4	protein_coding
ENST00000296702.9	protein_coding
ENST00000394370.7	protein_coding
ENST00000686020.2	lncRNA
ENST00000388825.9	protein_coding
ENST00000524219.2	protein_coding
ENST00000521655.1	nonsense_mediated_decay
ENST00000393975.4	protein_coding
ENST00000523843.5	nonsense_mediated_decay
ENST00000326654.7	protein_coding
ENST00000265087.9	protein_coding
ENST00000510734.5	nonsense_mediated_decay
ENST00000513587.5	nonsense_mediated_decay
ENST00000439742.7	protein_coding
ENST00000486828.6	nonsense_mediated_decay
ENST00000652623.1	retained_intron
ENST00000251582.12	protein_coding
ENST00000510431.6	nonsense_mediated_decay
ENST00000508103.6	nonsense_mediated_decay
ENST00000337755.9	protein_coding
ENST00000518235.5	protein_coding
ENST00000523084.5	protein_coding
ENST00000511473.5	nonsense_mediated_decay
ENST00000603795.5	nonsense_mediated_decay
ENST00000892209.1	protein_coding
ENST00000338130.7	protein_coding
ENST00000424847.6	nonsense_mediated_decay
ENST00000433912.5	nonsense_mediated_decay
ENST00000283147.7	protein_coding
ENST00000244777.6	nonsense_mediated_decay
ENST00000397456.2	nonsense_mediated_decay
ENST00000379446.10	protein_coding
ENST00000379250.10	nonsense_mediated_decay
ENST00000510395.5	nonsense_mediated_decay
ENST00000691422.1	nonsense_mediated_decay
ENST00000346618.8	protein_coding
ENST00000879569.1	protein_coding
ENST00000613575.4	protein_coding
ENST00000244745.4	protein_coding
ENST00000537591.5	protein_coding
ENST00000850876.1	protein_coding
ENST00000314088.6	nonsense_mediated_decay
ENST00000396948.5	protein_coding
ENST00000377600.7	nonsense_mediated_decay
ENST00000429381.5	protein_coding
ENST00000481125.5	retained_intron
ENST00000492575.5	retained_intron
ENST00000692173.2	lncRNA
ENST00000449538.3	nonsense_mediated_decay
ENST00000330236.7	protein_coding
ENST00000440790.6	protein_coding
ENST00000343684.4	protein_coding
ENST00000396827.3	protein_coding
ENST00000377050.5	protein_coding
ENST00000454678.7	protein_coding
ENST00000396551.9	protein_coding
ENST00000376630.5	protein_coding
ENST00000470703.1	retained_intron
ENST00000488383.5	nonsense_mediated_decay
ENST00000489540.1	retained_intron
ENST00000903946.1	protein_coding
ENST00000321897.9	protein_coding
ENST00000376146.8	protein_coding
ENST00000676615.2	protein_coding
ENST00000362049.10	protein_coding
ENST00000375920.8	protein_coding
ENST00000495769.5	nonsense_mediated_decay
ENST00000491768.5	nonsense_mediated_decay
ENST00000435363.7	protein_coding
ENST00000472768.5	nonsense_mediated_decay
ENST00000482838.1	retained_intron
ENST00000229829.7	protein_coding
ENST00000428835.6	protein_coding
ENST00000483281.5	nonsense_mediated_decay
ENST00000859006.1	protein_coding
ENST00000495509.6	nonsense_mediated_decay
ENST00000293760.10	protein_coding
ENST00000481533.5	protein_coding
ENST00000374017.3	protein_coding
ENST00000698930.1	nonsense_mediated_decay
ENST00000875334.1	protein_coding
ENST00000696265.1	nonsense_mediated_decay
ENST00000423325.6	protein_coding
ENST00000373766.9	protein_coding
ENST00000265344.8	nonsense_mediated_decay
ENST00000477442.6	nonsense_mediated_decay
ENST00000892903.1	protein_coding
ENST00000652639.1	protein_coding
ENST00000434837.8	protein_coding
ENST00000424495.2	protein_coding
ENST00000489290.1	nonsense_mediated_decay
ENST00000854260.1	protein_coding
ENST00000357338.3	protein_coding
ENST00000490447.6	nonsense_mediated_decay
ENST00000372116.5	protein_coding
ENST00000372077.8	protein_coding
ENST00000371253.7	protein_coding
ENST00000371243.2	protein_coding
ENST00000751464.1	lncRNA
ENST00000414696.5	nonsense_mediated_decay
ENST00000419835.8	protein_coding
ENST00000370830.4	protein_coding
ENST00000649673.1	nonsense_mediated_decay
ENST00000961955.1	protein_coding
ENST00000679627.1	nonsense_mediated_decay
ENST00000680131.1	nonsense_mediated_decay
ENST00000680238.1	nonsense_mediated_decay
ENST00000679364.1	nonsense_mediated_decay
ENST00000415228.5	nonsense_mediated_decay
ENST00000498523.1	protein_coding_CDS_not_defined
ENST00000898676.1	protein_coding
ENST00000859359.1	protein_coding
ENST00000430071.6	nonsense_mediated_decay
ENST00000698605.1	nonsense_mediated_decay
ENST00000651698.2	nonsense_mediated_decay
ENST00000683803.1	nonsense_mediated_decay
ENST00000369578.6	protein_coding_CDS_not_defined
ENST00000700583.1	nonsense_mediated_decay
ENST00000230085.13	protein_coding
ENST00000908136.1	protein_coding
ENST00000923403.1	protein_coding
ENST00000698513.1	protein_coding
ENST00000698515.1	nonsense_mediated_decay
ENST00000674569.1	nonsense_mediated_decay
ENST00000392587.6	protein_coding
ENST00000607388.1	nonsense_mediated_decay
ENST00000368576.8	protein_coding
ENST00000368557.6	protein_coding
ENST00000338891.12	protein_coding
ENST00000539041.5	protein_coding
ENST00000318787.13	nonsense_mediated_decay
ENST00000474289.6	protein_coding
ENST00000368292.10	nonsense_mediated_decay
ENST00000368149.3	protein_coding
ENST00000296978.4	protein_coding
ENST00000904989.1	protein_coding
ENST00000423615.7	lncRNA
ENST00000414302.7	lncRNA
ENST00000525674.5	nonsense_mediated_decay
ENST00000527613.5	nonsense_mediated_decay
ENST00000541292.6	nonsense_mediated_decay
ENST00000445570.5	nonsense_mediated_decay
ENST00000367591.5	protein_coding
ENST00000367361.6	nonsense_mediated_decay
ENST00000367341.6	protein_coding
ENST00000622845.5	protein_coding
ENST00000684765.1	nonsense_mediated_decay
ENST00000644711.1	nonsense_mediated_decay
ENST00000494826.1	nonsense_mediated_decay
ENST00000229758.8	protein_coding
ENST00000681651.1	nonsense_mediated_decay
ENST00000646562.1	nonsense_mediated_decay
ENST00000367055.8	protein_coding
ENST00000366911.10	nonsense_mediated_decay
ENST00000275262.11	protein_coding
ENST00000611959.2	nonsense_mediated_decay
ENST00000704901.1	nonsense_mediated_decay
ENST00000625626.1	protein_coding
ENST00000167218.9	nonsense_mediated_decay
ENST00000545869.5	nonsense_mediated_decay
ENST00000402802.8	protein_coding
ENST00000360274.8	protein_coding
ENST00000344111.4	protein_coding
ENST00000401903.6	protein_coding
ENST00000316495.8	protein_coding
ENST00000486040.1	nonsense_mediated_decay
ENST00000647984.1	nonsense_mediated_decay
ENST00000650310.1	nonsense_mediated_decay
ENST00000325974.9	protein_coding
ENST00000643595.1	nonsense_mediated_decay
ENST00000382252.6	protein_coding
ENST00000626257.2	protein_coding
ENST00000455539.5	nonsense_mediated_decay
ENST00000423760.6	nonsense_mediated_decay
ENST00000341757.9	nonsense_mediated_decay
ENST00000630952.2	protein_coding
ENST00000456174.6	protein_coding
ENST00000915086.1	protein_coding
ENST00000305786.7	protein_coding
ENST00000678935.1	nonsense_mediated_decay
ENST00000360787.8	nonsense_mediated_decay
ENST00000883208.1	protein_coding
ENST00000396345.1	protein_coding
ENST00000265394.10	protein_coding
ENST00000222803.10	protein_coding
ENST00000456458.5	nonsense_mediated_decay
ENST00000265748.7	protein_coding
ENST00000786528.1	lncRNA
ENST00000698962.1	nonsense_mediated_decay
ENST00000446987.5	nonsense_mediated_decay
ENST00000421223.5	nonsense_mediated_decay
ENST00000613132.5	protein_coding
ENST00000458191.5	nonsense_mediated_decay
ENST00000395560.7	nonsense_mediated_decay
ENST00000897736.1	protein_coding
ENST00000891760.1	protein_coding
ENST00000423763.5	nonsense_mediated_decay
ENST00000395375.3	nonsense_mediated_decay
ENST00000426828.6	lncRNA
ENST00000688478.2	lncRNA
ENST00000639828.2	protein_coding
ENST00000697868.1	nonsense_mediated_decay
ENST00000361660.8	nonsense_mediated_decay
ENST00000646193.1	retained_intron
ENST00000721291.1	lncRNA
ENST00000310326.8	protein_coding
ENST00000450285.5	nonsense_mediated_decay
ENST00000426966.5	nonsense_mediated_decay
ENST00000324941.5	protein_coding
ENST00000621097.4	protein_coding
ENST00000800428.1	lncRNA
ENST00000421140.6	transcribed_unprocessed_pseudogene
ENST00000394921.8	lncRNA
ENST00000418756.6	lncRNA
ENST00000873333.1	protein_coding
ENST00000454791.1	nonsense_mediated_decay
ENST00000440632.5	nonsense_mediated_decay
ENST00000899017.1	protein_coding
ENST00000310842.9	protein_coding
ENST00000415482.6	protein_coding
ENST00000956950.1	protein_coding
ENST00000265362.9	protein_coding
ENST00000447863.5	nonsense_mediated_decay
ENST00000579677.5	nonsense_mediated_decay
ENST00000872053.1	protein_coding
ENST00000431138.5	nonsense_mediated_decay
ENST00000380079.9	protein_coding
ENST00000257659.12	protein_coding
ENST00000380058.7	nonsense_mediated_decay
ENST00000222511.11	protein_coding
ENST00000496677.6	protein_coding
ENST00000287957.5	protein_coding
ENST00000645746.1	nonsense_mediated_decay
ENST00000297268.11	protein_coding
ENST00000646559.1	nonsense_mediated_decay
ENST00000413065.5	protein_coding
ENST00000750823.1	lncRNA
ENST00000454175.1	nonsense_mediated_decay
ENST00000416144.5	nonsense_mediated_decay
ENST00000354241.5	protein_coding
ENST00000425308.6	protein_coding
ENST00000713795.1	nonsense_mediated_decay
ENST00000713798.1	nonsense_mediated_decay
ENST00000421390.1	protein_coding
ENST00000609309.3	protein_coding
ENST00000401528.5	protein_coding
ENST00000308344.10	protein_coding
ENST00000403646.8	protein_coding
ENST00000490528.1	nonsense_mediated_decay
ENST00000379340.9	nonsense_mediated_decay
ENST00000340457.8	protein_coding
ENST00000476151.5	nonsense_mediated_decay
ENST00000442873.5	nonsense_mediated_decay
ENST00000420217.1	nonsense_mediated_decay
ENST00000379257.7	nonsense_mediated_decay
ENST00000715774.1	lncRNA
ENST00000443233.5	nonsense_mediated_decay
ENST00000644269.2	protein_coding
ENST00000403825.8	protein_coding
ENST00000535603.5	protein_coding
ENST00000675905.1	nonsense_mediated_decay
ENST00000397752.8	protein_coding
ENST00000427726.5	nonsense_mediated_decay
ENST00000482320.5	protein_coding
ENST00000714095.1	nonsense_mediated_decay
ENST00000714099.1	nonsense_mediated_decay
ENST00000674630.1	nonsense_mediated_decay
ENST00000416162.7	protein_coding
ENST00000458153.5	nonsense_mediated_decay
ENST00000393132.2	protein_coding
ENST00000275767.3	protein_coding
ENST00000684339.1	nonsense_mediated_decay
ENST00000684486.1	retained_intron
ENST00000348225.7	protein_coding
ENST00000330387.11	protein_coding
ENST00000456182.5	nonsense_mediated_decay
ENST00000473341.5	nonsense_mediated_decay
ENST00000702954.2	lncRNA
ENST00000872784.1	protein_coding
ENST00000671397.1	nonsense_mediated_decay
ENST00000483967.5	protein_coding
ENST00000479907.1	protein_coding
ENST00000684939.1	lncRNA
ENST00000498682.3	protein_coding
ENST00000642087.2	protein_coding
ENST00000360937.9	protein_coding
ENST00000446096.5	protein_coding
ENST00000447933.7	lncRNA
ENST00000262177.9	protein_coding
ENST00000635970.1	nonsense_mediated_decay
ENST00000688452.1	nonsense_mediated_decay
ENST00000338312.10	protein_coding
ENST00000523234.5	nonsense_mediated_decay
ENST00000519088.5	protein_coding
ENST00000530200.1	nonsense_mediated_decay
ENST00000262096.13	protein_coding
ENST00000650287.1	protein_coding
ENST00000521315.5	protein_coding
ENST00000518913.5	nonsense_mediated_decay
ENST00000520982.5	nonsense_mediated_decay
ENST00000443561.3	protein_coding
ENST00000399977.9	nonsense_mediated_decay
ENST00000523504.5	nonsense_mediated_decay
ENST00000517558.1	nonsense_mediated_decay
ENST00000519509.5	nonsense_mediated_decay
ENST00000884617.1	protein_coding
ENST00000520303.5	nonsense_mediated_decay
ENST00000287771.9	protein_coding
ENST00000397323.9	protein_coding
ENST00000650919.1	protein_coding
ENST00000220659.11	protein_coding
ENST00000520601.5	protein_coding
ENST00000522774.1	retained_intron
ENST00000428278.6	protein_coding
ENST00000523268.6	nonsense_mediated_decay
ENST00000676765.1	protein_coding
ENST00000379917.7	nonsense_mediated_decay
ENST00000517890.5	nonsense_mediated_decay
ENST00000527424.6	protein_coding
ENST00000319073.5	protein_coding
ENST00000533383.5	nonsense_mediated_decay
ENST00000020945.4	protein_coding
ENST00000522225.5	protein_coding
ENST00000522576.5	protein_coding
ENST00000523409.5	nonsense_mediated_decay
ENST00000276576.11	nonsense_mediated_decay
ENST00000426810.5	nonsense_mediated_decay
ENST00000920917.1	protein_coding
ENST00000675625.1	nonsense_mediated_decay
ENST00000675832.1	nonsense_mediated_decay
ENST00000705981.1	nonsense_mediated_decay
ENST00000276585.9	protein_coding
ENST00000517875.5	nonsense_mediated_decay
ENST00000655144.2	lncRNA
ENST00000522965.1	nonsense_mediated_decay
ENST00000517597.5	nonsense_mediated_decay
ENST00000522894.5	nonsense_mediated_decay
ENST00000396194.6	protein_coding
ENST00000517976.5	nonsense_mediated_decay
ENST00000419617.7	protein_coding
ENST00000297574.6	protein_coding
ENST00000522484.5	nonsense_mediated_decay
ENST00000890428.1	protein_coding
ENST00000519607.5	nonsense_mediated_decay
ENST00000259526.4	protein_coding
ENST00000522308.1	retained_intron
ENST00000519199.6	nonsense_mediated_decay
ENST00000664214.2	lncRNA
ENST00000504719.8	lncRNA
ENST00000656880.2	lncRNA
ENST00000657289.1	lncRNA
ENST00000665721.2	lncRNA
ENST00000639496.1	nonsense_mediated_decay
ENST00000521180.5	protein_coding
ENST00000876408.1	protein_coding
ENST00000523308.5	protein_coding
ENST00000521578.6	protein_coding
ENST00000356613.4	protein_coding
ENST00000612905.2	protein_coding
ENST00000521682.5	protein_coding
ENST00000330143.8	protein_coding
ENST00000526007.5	retained_intron
ENST00000359551.6	nonsense_mediated_decay
ENST00000529654.5	nonsense_mediated_decay
ENST00000621189.4	protein_coding
ENST00000314367.14	protein_coding
ENST00000637103.1	protein_coding
ENST00000681806.1	nonsense_mediated_decay
ENST00000442869.5	protein_coding
ENST00000740229.1	lncRNA
ENST00000685462.1	nonsense_mediated_decay
ENST00000688899.1	nonsense_mediated_decay
ENST00000688283.1	retained_intron
ENST00000468435.7	nonsense_mediated_decay
ENST00000899583.1	protein_coding
ENST00000490969.5	nonsense_mediated_decay
ENST00000472715.1	protein_coding_CDS_not_defined
ENST00000579755.2	protein_coding
ENST00000679771.1	nonsense_mediated_decay
ENST00000465003.6	nonsense_mediated_decay
ENST00000479656.6	nonsense_mediated_decay
ENST00000379704.7	protein_coding
ENST00000379707.7	nonsense_mediated_decay
ENST00000361005.10	protein_coding
ENST00000859531.1	protein_coding
ENST00000379155.9	protein_coding
ENST00000618590.1	protein_coding
ENST00000379158.7	protein_coding
ENST00000892444.1	protein_coding
ENST00000353468.4	nonsense_mediated_decay
ENST00000554550.5	nonsense_mediated_decay
ENST00000469798.5	nonsense_mediated_decay
ENST00000700259.1	nonsense_mediated_decay
ENST00000378557.1	protein_coding
ENST00000378357.9	protein_coding
ENST00000377991.9	protein_coding
ENST00000442009.6	nonsense_mediated_decay
ENST00000488673.6	nonsense_mediated_decay
ENST00000808669.1	lncRNA
ENST00000808668.1	lncRNA
ENST00000377614.8	lncRNA
ENST00000497250.5	nonsense_mediated_decay
ENST00000890596.1	protein_coding
ENST00000644653.1	nonsense_mediated_decay
ENST00000529446.5	nonsense_mediated_decay
ENST00000396272.7	protein_coding
ENST00000479413.1	nonsense_mediated_decay
ENST00000377027.1	nonsense_mediated_decay
ENST00000475764.5	nonsense_mediated_decay
ENST00000376395.9	protein_coding
ENST00000734897.1	lncRNA
ENST00000472778.6	nonsense_mediated_decay
ENST00000388711.7	protein_coding
ENST00000277141.10	protein_coding
ENST00000252506.11	protein_coding
ENST00000375544.7	protein_coding
ENST00000375522.2	nonsense_mediated_decay
ENST00000375412.11	protein_coding
ENST00000479094.5	protein_coding_CDS_not_defined
ENST00000467499.6	nonsense_mediated_decay
ENST00000375257.2	protein_coding
ENST00000474602.5	nonsense_mediated_decay
ENST00000411939.5	protein_coding
ENST00000375231.5	protein_coding
ENST00000680385.1	nonsense_mediated_decay
ENST00000375172.6	nonsense_mediated_decay
ENST00000462523.5	nonsense_mediated_decay
ENST00000342112.9	protein_coding
ENST00000238477.5	nonsense_mediated_decay
ENST00000687017.1	nonsense_mediated_decay
ENST00000374886.7	protein_coding
ENST00000259395.4	protein_coding
ENST00000374767.5	protein_coding
ENST00000675215.1	nonsense_mediated_decay
ENST00000466771.6	nonsense_mediated_decay
ENST00000447096.1	nonsense_mediated_decay
ENST00000374264.6	protein_coding
ENST00000374227.8	protein_coding
ENST00000374165.6	protein_coding
ENST00000488620.5	retained_intron
ENST00000687938.1	protein_coding_CDS_not_defined
ENST00000470366.5	nonsense_mediated_decay
ENST00000628863.2	protein_coding
ENST00000324460.7	protein_coding
ENST00000373492.6	nonsense_mediated_decay
ENST00000373482.6	nonsense_mediated_decay
ENST00000675641.1	nonsense_mediated_decay
ENST00000291839.10	protein_coding
ENST00000300432.3	protein_coding
ENST00000677651.1	nonsense_mediated_decay
ENST00000678916.1	nonsense_mediated_decay
ENST00000495313.5	protein_coding
ENST00000683044.1	nonsense_mediated_decay
ENST00000683288.1	nonsense_mediated_decay
ENST00000896310.1	protein_coding
ENST00000458362.5	nonsense_mediated_decay
ENST00000319725.10	protein_coding
ENST00000685137.1	nonsense_mediated_decay
ENST00000372047.7	protein_coding
ENST00000393160.7	protein_coding
ENST00000615505.4	protein_coding
ENST00000488610.6	nonsense_mediated_decay
ENST00000557985.2	nonsense_mediated_decay
ENST00000418388.6	protein_coding
ENST00000706387.1	nonsense_mediated_decay
ENST00000406555.7	protein_coding
ENST00000683135.1	nonsense_mediated_decay
ENST00000497571.6	protein_coding
ENST00000459912.5	nonsense_mediated_decay
ENST00000883992.1	protein_coding
ENST00000357604.10	protein_coding
ENST00000378825.5	protein_coding
ENST00000378467.8	protein_coding
ENST00000479731.5	protein_coding
ENST00000378331.5	nonsense_mediated_decay
ENST00000378246.6	nonsense_mediated_decay
ENST00000378254.5	nonsense_mediated_decay
ENST00000378258.5	nonsense_mediated_decay
ENST00000697075.1	protein_coding
ENST00000697076.1	nonsense_mediated_decay
ENST00000492201.6	nonsense_mediated_decay
ENST00000697080.1	nonsense_mediated_decay
ENST00000697087.1	nonsense_mediated_decay
ENST00000378000.5	protein_coding
ENST00000354631.7	nonsense_mediated_decay
ENST00000869228.1	protein_coding
ENST00000869231.1	protein_coding
ENST00000375940.9	protein_coding
ENST00000896814.1	protein_coding
ENST00000342386.10	protein_coding
ENST00000375897.7	protein_coding
ENST00000677667.1	protein_coding
ENST00000490460.5	nonsense_mediated_decay
ENST00000344351.5	protein_coding
ENST00000302609.8	protein_coding
ENST00000494540.6	lncRNA
ENST00000374518.6	protein_coding
ENST00000374466.4	protein_coding
ENST00000689627.1	protein_coding
ENST00000858679.1	protein_coding
ENST00000343575.11	protein_coding
ENST00000679596.1	nonsense_mediated_decay
ENST00000478381.5	nonsense_mediated_decay
ENST00000443374.7	lncRNA
ENST00000647317.2	protein_coding
ENST00000541012.5	nonsense_mediated_decay
ENST00000635779.2	nonsense_mediated_decay
ENST00000858302.1	protein_coding
ENST00000697927.1	protein_coding
ENST00000621663.4	protein_coding
ENST00000605597.5	nonsense_mediated_decay
ENST00000488223.6	nonsense_mediated_decay
ENST00000466568.1	protein_coding_CDS_not_defined
ENST00000867217.1	protein_coding
ENST00000481070.1	protein_coding
ENST00000476545.6	nonsense_mediated_decay
ENST00000372325.7	protein_coding
ENST00000818204.1	lncRNA
ENST00000700022.1	nonsense_mediated_decay
ENST00000686459.1	nonsense_mediated_decay
ENST00000488877.6	nonsense_mediated_decay
ENST00000679312.1	nonsense_mediated_decay
ENST00000678844.1	nonsense_mediated_decay
ENST00000371142.9	protein_coding
ENST00000676067.1	nonsense_mediated_decay
ENST00000334828.6	protein_coding
ENST00000370655.6	protein_coding
ENST00000285605.8	protein_coding
ENST00000266066.4	protein_coding
ENST00000903208.1	protein_coding
ENST00000903209.1	protein_coding
ENST00000903212.1	protein_coding
ENST00000903210.1	protein_coding
ENST00000903213.1	protein_coding
ENST00000298999.8	protein_coding
ENST00000471520.5	nonsense_mediated_decay
ENST00000636706.1	protein_coding
ENST00000324109.9	protein_coding
ENST00000370236.5	protein_coding
ENST00000470414.1	retained_intron
ENST00000370172.5	protein_coding
ENST00000299238.7	protein_coding
ENST00000690052.1	nonsense_mediated_decay
ENST00000687830.1	retained_intron
ENST00000369788.7	protein_coding
ENST00000473401.5	protein_coding_CDS_not_defined
ENST00000337478.3	protein_coding
ENST00000650952.1	protein_coding
ENST00000369583.4	protein_coding
ENST00000861366.1	protein_coding
ENST00000952623.1	protein_coding
ENST00000686786.1	nonsense_mediated_decay
ENST00000689297.1	nonsense_mediated_decay
ENST00000689455.1	nonsense_mediated_decay
ENST00000368898.8	protein_coding
ENST00000937046.1	protein_coding
ENST00000368896.1	protein_coding
ENST00000868558.1	protein_coding
ENST00000483455.5	protein_coding_CDS_not_defined
ENST00000466270.5	nonsense_mediated_decay
ENST00000464099.5	nonsense_mediated_decay
ENST00000411419.7	protein_coding
ENST00000356792.9	protein_coding
ENST00000885091.1	protein_coding
ENST00000631148.2	protein_coding
ENST00000897045.1	protein_coding
ENST00000356306.9	nonsense_mediated_decay
ENST00000525665.5	nonsense_mediated_decay
ENST00000382671.8	nonsense_mediated_decay
ENST00000616316.3	protein_coding
ENST00000531688.2	nonsense_mediated_decay
ENST00000493230.5	nonsense_mediated_decay
ENST00000417302.7	protein_coding
ENST00000264555.10	protein_coding
ENST00000525445.6	protein_coding
ENST00000319863.13	protein_coding
ENST00000687890.1	nonsense_mediated_decay
ENST00000528218.5	nonsense_mediated_decay
ENST00000659225.2	lncRNA
ENST00000300738.10	protein_coding
ENST00000534405.5	nonsense_mediated_decay
ENST00000525235.2	nonsense_mediated_decay
ENST00000533379.1	nonsense_mediated_decay
ENST00000526711.5	nonsense_mediated_decay
ENST00000530135.5	protein_coding
ENST00000678132.1	nonsense_mediated_decay
ENST00000534599.5	nonsense_mediated_decay
ENST00000396648.6	protein_coding
ENST00000534147.5	protein_coding
ENST00000524543.5	nonsense_mediated_decay
ENST00000611268.4	protein_coding
ENST00000533723.1	protein_coding
ENST00000396597.7	protein_coding
ENST00000278175.10	protein_coding
ENST00000339995.11	protein_coding
ENST00000673626.1	nonsense_mediated_decay
ENST00000673888.1	nonsense_mediated_decay
ENST00000530457.5	protein_coding
ENST00000530609.5	nonsense_mediated_decay
ENST00000534686.5	nonsense_mediated_decay
ENST00000396215.7	nonsense_mediated_decay
ENST00000396196.6	nonsense_mediated_decay
ENST00000446113.7	protein_coding
ENST00000451739.7	protein_coding
ENST00000437814.1	nonsense_mediated_decay
ENST00000531632.6	protein_coding
ENST00000525763.5	nonsense_mediated_decay
ENST00000263398.11	protein_coding
ENST00000622144.4	protein_coding
ENST00000679072.1	nonsense_mediated_decay
ENST00000677116.1	nonsense_mediated_decay
ENST00000263776.9	protein_coding
ENST00000525680.6	protein_coding
ENST00000308064.7	protein_coding
ENST00000311764.3	protein_coding
ENST00000525895.5	nonsense_mediated_decay
ENST00000378601.7	nonsense_mediated_decay
ENST00000616278.4	nonsense_mediated_decay
ENST00000481020.5	retained_intron
ENST00000263773.10	protein_coding
ENST00000337672.9	protein_coding
ENST00000529403.1	nonsense_mediated_decay
ENST00000257264.4	protein_coding
ENST00000405633.4	protein_coding
ENST00000538739.2	protein_coding
ENST00000541505.5	nonsense_mediated_decay
ENST00000688279.1	nonsense_mediated_decay
ENST00000515837.7	protein_coding
ENST00000350997.12	protein_coding
ENST00000628829.2	protein_coding
ENST00000534571.5	protein_coding
ENST00000278845.8	protein_coding
ENST00000431002.6	protein_coding
ENST00000531709.6	protein_coding
ENST00000491231.5	nonsense_mediated_decay
ENST00000508192.5	protein_coding
ENST00000321460.5	protein_coding
ENST00000652762.2	protein_coding
ENST00000309032.8	protein_coding
ENST00000528355.5	nonsense_mediated_decay
ENST00000377390.8	protein_coding
ENST00000905621.1	protein_coding
ENST00000279249.3	protein_coding
ENST00000317568.10	protein_coding
ENST00000755231.1	lncRNA
ENST00000524944.5	protein_coding
ENST00000449319.2	protein_coding
ENST00000377046.7	protein_coding
ENST00000531596.6	nonsense_mediated_decay
ENST00000644142.1	nonsense_mediated_decay
ENST00000308110.9	protein_coding
ENST00000531972.5	nonsense_mediated_decay
ENST00000533037.5	nonsense_mediated_decay
ENST00000532401.1	protein_coding
ENST00000532933.1	protein_coding
ENST00000533166.5	protein_coding
ENST00000530745.3	nonsense_mediated_decay
ENST00000534073.5	nonsense_mediated_decay
ENST00000333861.5	protein_coding
ENST00000530961.5	nonsense_mediated_decay
ENST00000914058.1	protein_coding
ENST00000945066.1	protein_coding
ENST00000524506.5	protein_coding
ENST00000524849.5	nonsense_mediated_decay
ENST00000532881.5	nonsense_mediated_decay
ENST00000528964.5	nonsense_mediated_decay
ENST00000537042.5	nonsense_mediated_decay
ENST00000545682.5	nonsense_mediated_decay
ENST00000619675.4	nonsense_mediated_decay
ENST00000526446.5	nonsense_mediated_decay
ENST00000265686.8	protein_coding
ENST00000525724.5	retained_intron
ENST00000524845.5	protein_coding
ENST00000450904.6	protein_coding
ENST00000541279.1	nonsense_mediated_decay
ENST00000312293.9	protein_coding
ENST00000435507.6	nonsense_mediated_decay
ENST00000544519.1	protein_coding
ENST00000544819.5	nonsense_mediated_decay
ENST00000539061.6	protein_coding
ENST00000533603.5	protein_coding
ENST00000525876.1	protein_coding
ENST00000421973.1	protein_coding
ENST00000679866.1	nonsense_mediated_decay
ENST00000873307.1	protein_coding
ENST00000905808.1	protein_coding
ENST00000905813.1	protein_coding
ENST00000695098.1	nonsense_mediated_decay
ENST00000535943.2	nonsense_mediated_decay
ENST00000530054.1	protein_coding
ENST00000680866.1	nonsense_mediated_decay
ENST00000529745.5	nonsense_mediated_decay
ENST00000531477.5	nonsense_mediated_decay
ENST00000531366.5	nonsense_mediated_decay
ENST00000682836.1	nonsense_mediated_decay
ENST00000260058.9	nonsense_mediated_decay
ENST00000527529.6	nonsense_mediated_decay
ENST00000890388.1	protein_coding
ENST00000263317.9	protein_coding
ENST00000529343.5	nonsense_mediated_decay
