isoform_id	K	atg_sum	stop_sum	tx_length	covered	n_windows	last_covered	enc_cached	enc_naive	is_nmd	gene_id
ENSG00000091490.12.novel3	26	22570	17656	4932	3291	52	3291	188388	770094	0	ENSG00000091490.12
ENSG00000091490.12.novel35	25	20746	14796	4230	3557	50	3726	168864	800325	0	ENSG00000091490.12
ENSG00000091490.12.novel5	23	18169	14835	4206	3537	46	3706	153519	732159	0	ENSG00000091490.12
ENSG00000091527.18.novel11	25	21749	13633	4182	2656	50	2656	171393	597600	0	ENSG00000091527.18
ENSG00000091527.18.novel12	36	28624	19024	5798	3457	72	3457	228816	1120068	0	ENSG00000091527.18
ENSG00000091527.18.novel14	23	16566	12432	4058	2532	46	2532	136692	524124	0	ENSG00000091527.18
ENSG00000091527.18.novel15	12	9435	6689	2967	1900	24	1900	76677	205200	0	ENSG00000091527.18
ENSG00000091527.18.novel2	10	8706	5788	3028	1961	20	1961	69600	176490	0	ENSG00000091527.18
ENSG00000091527.18.novel22	12	7006	6425	2239	1667	24	1667	61311	180036	0	ENSG00000091527.18
ENSG00000091527.18.novel3	16	11389	9102	3082	2015	32	2015	95640	290160	0	ENSG00000091527.18
ENSG00000091527.18.novel5	11	7088	6009	2553	1780	22	1780	60555	176220	0	ENSG00000091527.18
ENSG00000091527.18.novel6	24	21319	13004	4106	2592	48	2592	166926	559872	1	ENSG00000091527.18
ENSG00000091527.18.novel9	17	14278	9736	3430	2212	34	2212	114876	338436	0	ENSG00000091527.18
ENSG00000091592.17.novel23	34	28362	24674	5502	3613	68	3613	244194	1105578	0	ENSG00000091592.17
ENSG00000091622.16.novel1	18	12173	11908	3107	3107	36	3107	108762	503334	0	ENSG00000091622.16
ENSG00000091622.16.novel3	21	14294	13320	3452	2315	42	2315	125724	437535	0	ENSG00000091622.16
ENSG00000091640.9.novel1	5	1541	2838	1019	921	10	921	17760	41445	1	ENSG00000091640.9
ENSG00000091651.10.novel1	12	6044	7015	1919	1603	24	1603	57309	173124	0	ENSG00000091651.10
ENSG00000091651.10.novel2	12	6255	7349	2018	1702	24	1702	59577	183816	1	ENSG00000091651.10
ENSG00000091651.10.novel3	12	7021	7415	2098	1782	24	1782	64371	192456	1	ENSG00000091651.10
ENSG00000091651.10.novel5	14	8049	8273	2033	1722	28	1722	73113	216972	1	ENSG00000091651.10
ENSG00000091732.19.novel1	14	7371	8471	1682	1682	28	1682	69639	211932	1	ENSG00000091732.19
ENSG00000091844.9.novel1	19	10159	11135	2352	1730	38	1730	94359	295830	0	ENSG00000091844.9
ENSG00000091844.9.novel2	14	8388	7925	1982	1395	28	1395	74103	175770	1	ENSG00000091844.9
ENSG00000091844.9.novel3	33	25800	17988	4522	2612	66	2612	208764	775764	0	ENSG00000091844.9
ENSG00000091844.9.novel4	20	13692	10930	3612	2280	40	2280	114942	410400	0	ENSG00000091844.9
ENSG00000092020.12.novel1	21	15425	13245	3913	3349	42	3349	132285	632961	0	ENSG00000092020.12
ENSG00000092020.12.novel10	15	10019	9115	2911	2611	30	2611	87459	352485	1	ENSG00000092020.12
ENSG00000092020.12.novel2	13	10599	7906	2701	2394	26	2394	87312	280098	1	ENSG00000092020.12
ENSG00000092036.20.novel1	9	2158	4642	1227	1096	18	1096	26874	88776	0	ENSG00000092036.20
ENSG00000092036.20.novel10	2	778	540	799	686	4	799	6288	12348	0	ENSG00000092036.20
ENSG00000092036.20.novel2	10	4014	5399	1392	1392	20	1392	40281	125280	0	ENSG00000092036.20
ENSG00000092036.20.novel4	12	3748	6436	1354	1354	24	1354	41796	146232	0	ENSG00000092036.20
ENSG00000092036.20.novel6	12	7572	6546	2364	1679	24	1679	65070	181332	0	ENSG00000092036.20
ENSG00000092036.20.novel8	10	5576	5598	1548	1274	20	1274	50250	114660	0	ENSG00000092036.20
ENSG00000092036.20.novel9	11	6536	6334	1678	1369	22	1369	58218	135531	1	ENSG00000092036.20
ENSG00000092068.21.novel12	16	9407	10509	2690	2323	32	2323	87969	334512	0	ENSG00000092068.21
ENSG00000092068.21.novel16	18	11430	10665	2825	2458	36	2458	100575	398196	0	ENSG00000092068.21
ENSG00000092094.12.novel1	8	4961	5185	2459	2118	16	2118	45321	152496	1	ENSG00000092094.12
ENSG00000092094.12.novel3	8	4761	4934	2307	1966	16	1966	43368	141552	1	ENSG00000092094.12
ENSG00000092094.12.novel4	9	5753	5502	2296	1955	18	1955	51024	158355	1	ENSG00000092094.12
ENSG00000092094.12.novel6	7	3755	4258	2502	1652	14	1652	35304	104076	1	ENSG00000092094.12
ENSG00000092094.12.novel8	9	5696	5278	2363	2022	18	2022	50010	163782	1	ENSG00000092094.12
ENSG00000092096.19.novel41	17	8899	9698	3364	2779	34	2779	82488	425187	0	ENSG00000092096.19
ENSG00000092098.19.novel20	13	5932	6842	1526	1189	26	1189	56118	139113	0	ENSG00000092098.19
ENSG00000092098.19.novel29	22	17134	13263	3409	2664	44	3409	142593	527472	0	ENSG00000092098.19
ENSG00000092098.19.novel4	21	14054	11569	2917	1936	42	1936	119031	365904	0	ENSG00000092098.19
ENSG00000092108.23.novel18	12	7702	7954	2705	1701	24	1701	70074	183708	0	ENSG00000092108.23
ENSG00000092108.23.novel2	13	8669	9848	2417	2169	26	2169	81558	253773	1	ENSG00000092108.23
ENSG00000092108.23.novel27	18	13363	11950	4009	2041	36	2041	116028	330642	0	ENSG00000092108.23
ENSG00000092108.23.novel4	16	11309	11301	2621	2621	32	2621	101757	377424	1	ENSG00000092108.23
ENSG00000092140.17.novel11	28	22745	15041	5365	3136	56	3136	181593	790272	0	ENSG00000092140.17
ENSG00000092140.17.novel14	26	18386	14171	6523	3836	52	3836	152829	897624	0	ENSG00000092140.17
ENSG00000092140.17.novel2	33	26051	19228	5609	3277	66	3277	213990	973269	1	ENSG00000092140.17
ENSG00000092140.17.novel21	20	16053	11054	5095	2994	40	2994	129480	538920	0	ENSG00000092140.17
ENSG00000092140.17.novel3	28	21483	16222	5564	3080	56	3080	177564	776160	1	ENSG00000092140.17
ENSG00000092140.17.novel4	33	25939	18964	5776	3415	66	3415	212526	1014255	1	ENSG00000092140.17
ENSG00000092140.17.novel7	6	3466	3255	1531	1355	12	1355	30561	73170	0	ENSG00000092140.17
ENSG00000092199.20.novel1	28	23902	16481	5091	3502	56	3502	192855	882504	1	ENSG00000092199.20
ENSG00000092201.11.novel1	44	39380	30629	5959	4217	88	4217	328167	1669932	1	ENSG00000092201.11
ENSG00000092203.16.novel77	7	3364	3636	1494	1494	14	1494	31092	94122	0	ENSG00000092203.16
ENSG00000092208.20.novel1	27	17081	14948	2749	1837	54	1837	147330	446391	0	ENSG00000092208.20
ENSG00000092295.13.novel1	21	16744	14783	2913	2407	42	2407	144813	454923	0	ENSG00000092295.13
ENSG00000092295.13.novel10	20	13144	14266	2400	2249	40	2249	121662	404820	0	ENSG00000092295.13
ENSG00000092295.13.novel12	15	8262	9539	2424	1836	30	1836	78189	247860	0	ENSG00000092295.13
ENSG00000092295.13.novel5	18	13378	11600	3709	3254	36	3558	115068	527148	0	ENSG00000092295.13
ENSG00000092295.13.novel6	17	11910	11531	2164	2164	34	2164	106053	331092	0	ENSG00000092295.13
ENSG00000092295.13.novel7	19	13424	12358	2676	2676	38	2676	117618	457596	0	ENSG00000092295.13
ENSG00000092295.13.novel8	15	8410	8600	1768	1768	30	1768	76260	238680	0	ENSG00000092295.13
ENSG00000092295.13.novel9	13	5591	8474	1627	1627	26	1627	58968	190359	0	ENSG00000092295.13
ENSG00000092330.20.novel1	41	36763	23753	8442	4858	82	4858	291837	1792602	0	ENSG00000092330.20
ENSG00000092330.20.novel2	21	17924	11925	6174	3330	42	3330	143319	629370	0	ENSG00000092330.20
ENSG00000092421.18.novel1	9	5615	4706	1844	1844	18	1844	47808	149364	0	ENSG00000092421.18
ENSG00000092439.16.novel12	13	6740	7246	2038	1547	26	1547	62178	180999	0	ENSG00000092439.16
ENSG00000092439.16.novel33	35	27698	23703	4386	3641	70	3813	237297	1146915	0	ENSG00000092439.16
ENSG00000092439.16.novel8	24	14806	14340	2915	2022	48	2022	131856	436752	0	ENSG00000092439.16
ENSG00000092445.13.novel1	15	10083	9145	2912	1924	30	1924	87933	259740	0	ENSG00000092445.13
ENSG00000092531.11.novel27	28	22368	15346	4294	2616	56	2616	180246	659232	0	ENSG00000092531.11
ENSG00000092621.14.novel3	20	15729	11180	5089	3039	40	3039	127914	547020	0	ENSG00000092621.14
ENSG00000092820.20.novel62	26	24765	15137	6786	3894	52	3894	194001	911196	0	ENSG00000092820.20
ENSG00000092820.20.novel65	18	15831	10454	4387	2726	36	2726	126348	441612	0	ENSG00000092820.20
ENSG00000092820.20.novel66	3	2371	1598	1757	1462	6	1462	19020	39474	0	ENSG00000092820.20
ENSG00000092850.13.novel26	15	12915	9665	3417	2510	30	2510	106485	338850	0	ENSG00000092850.13
ENSG00000092871.18.novel1	32	26452	19119	4486	2878	64	2878	216069	828864	0	ENSG00000092871.18
ENSG00000092871.18.novel10	17	11958	10499	2541	1785	34	1785	103245	273105	0	ENSG00000092871.18
ENSG00000092871.18.novel18	27	21456	16449	4101	2496	54	2496	178083	606528	0	ENSG00000092871.18
ENSG00000092871.18.novel20	36	31563	20995	5958	3599	72	3599	252363	1166076	0	ENSG00000092871.18
ENSG00000092871.18.novel22	27	20549	14897	3822	2437	54	2437	167985	592191	0	ENSG00000092871.18
ENSG00000092931.13.novel10	10	9495	6201	3096	2605	20	2605	75573	234450	1	ENSG00000092931.13
ENSG00000092931.13.novel11	9	8549	5593	3357	2194	18	2194	68073	177714	1	ENSG00000092931.13
ENSG00000092931.13.novel8	11	10304	6922	3340	2733	22	2733	82590	270567	1	ENSG00000092931.13
ENSG00000092931.13.novel9	10	8725	6201	2843	2350	20	2350	70953	211500	1	ENSG00000092931.13
ENSG00000092964.18.novel16	36	23914	19619	5041	3395	72	3395	202341	1099980	0	ENSG00000092964.18
ENSG00000092969.12.novel11	22	19215	13243	5132	3113	44	3113	155019	616374	1	ENSG00000092969.12
ENSG00000092969.12.novel17	22	15524	11575	3367	2147	44	2147	127869	425106	0	ENSG00000092969.12
ENSG00000092978.12.novel1	49	40336	28432	5931	3490	98	3490	327312	1539090	1	ENSG00000092978.12
ENSG00000092978.12.novel49	6	1495	2936	984	984	12	984	17778	53136	0	ENSG00000092978.12
ENSG00000093000.20.novel2	29	24192	16670	5962	3186	58	3186	195162	831546	0	ENSG00000093000.20
ENSG00000093000.20.novel3	29	24252	16212	6017	3247	58	3247	194148	847467	0	ENSG00000093000.20
ENSG00000093009.12.novel3	18	11028	10017	1991	1622	36	1622	96219	262764	1	ENSG00000093009.12
ENSG00000093009.12.novel45	18	7603	9849	1546	1546	36	1546	75165	250452	0	ENSG00000093009.12
ENSG00000093009.12.novel7	13	7531	7785	1702	1702	26	1702	68541	199134	1	ENSG00000093009.12
ENSG00000093010.16.novel1	12	10901	7296	2845	2104	24	2104	87294	227232	1	ENSG00000093010.16
ENSG00000093010.16.novel4	12	7009	7768	2284	1546	24	1546	65358	166968	0	ENSG00000093010.16
ENSG00000093010.16.novel5	11	9422	7554	2654	1929	22	1929	79194	190971	0	ENSG00000093010.16
ENSG00000093100.13.novel3	29	24858	15815	6870	4273	58	4273	196593	1115253	0	ENSG00000093100.13
ENSG00000093144.20.novel4	13	8075	7446	2437	1760	26	1760	70788	205920	1	ENSG00000093144.20
ENSG00000093167.19.novel1	20	17679	10731	5506	3282	40	3282	138267	590760	0	ENSG00000093167.19
ENSG00000093167.19.novel2	12	10450	6987	3199	2057	24	2057	83661	222156	1	ENSG00000093167.19
ENSG00000093167.19.novel4	15	13061	8587	3056	2097	30	2097	104127	283095	1	ENSG00000093167.19
ENSG00000093167.19.novel48	24	20696	12615	5269	3202	48	3202	162021	691632	0	ENSG00000093167.19
ENSG00000093183.15.novel1	23	18616	13255	3439	2193	46	2193	151461	453951	0	ENSG00000093183.15
ENSG00000093183.15.novel2	10	7361	6297	1834	1665	20	1665	63057	149850	0	ENSG00000093183.15
ENSG00000093183.15.novel4	10	4557	5649	1447	1294	20	1294	44289	116460	0	ENSG00000093183.15
ENSG00000093183.15.novel7	26	22576	15354	4784	2899	52	2899	181518	678366	0	ENSG00000093183.15
ENSG00000093183.15::ENSG00000230084.9.novel1	10	7749	6041	2110	1957	20	1957	64617	176130	0	ENSG00000093183.15::ENSG00000230084.9
ENSG00000093183.15::ENSG00000230084.9.novel2	20	16409	12081	3257	2030	40	2030	134697	365400	0	ENSG00000093183.15::ENSG00000230084.9
ENSG00000094631.23.novel1	6	2849	3043	1092	1092	12	1092	26223	58968	0	ENSG00000094631.23
ENSG00000094631.23.novel3	6	2519	3031	1034	1034	12	1034	24207	55836	0	ENSG00000094631.23
ENSG00000094631.23.novel5	26	20741	20714	3939	2722	52	2722	186588	636948	1	ENSG00000094631.23
ENSG00000094755.18.novel1	24	18003	14636	3790	2421	48	2421	151926	522936	0	ENSG00000094755.18
ENSG00000094755.18.novel2	22	16009	12612	3597	2228	44	2228	133890	441144	0	ENSG00000094755.18
ENSG00000094755.18.novel3	24	18747	13967	3562	2329	48	2329	154383	503064	0	ENSG00000094755.18
ENSG00000094804.13.novel1	25	20725	15586	4542	2866	50	2866	171108	644850	1	ENSG00000094804.13
ENSG00000094841.15.novel1	19	13653	10424	3154	2057	38	2057	113190	351747	0	ENSG00000094841.15
ENSG00000094841.15.novel83	20	12176	10731	2986	2003	40	2003	105249	360540	0	ENSG00000094841.15
ENSG00000094914.15.novel1	11	6132	5754	1721	1721	22	1721	54054	170379	0	ENSG00000094914.15
ENSG00000094914.15.novel2	20	13670	10683	2474	2229	40	2474	114069	401220	0	ENSG00000094914.15
ENSG00000094914.15.novel3	11	5782	5754	1686	1686	22	1686	51954	166914	0	ENSG00000094914.15
ENSG00000094914.15.novel4	14	7796	7947	2009	1674	28	1674	70617	210924	1	ENSG00000094914.15
ENSG00000094916.17.novel1	39	32473	21125	5861	3422	78	3422	258213	1201122	0	ENSG00000094916.17
ENSG00000094916.17.novel6	49	40101	26380	7820	4364	98	4364	319746	1924524	0	ENSG00000094916.17
ENSG00000094963.15.novel1	42	35670	26531	5296	3193	84	3193	293613	1206954	0	ENSG00000094963.15
ENSG00000094963.15.novel26	24	19336	15517	2956	2041	48	2041	162567	440856	0	ENSG00000094963.15
ENSG00000094963.15.novel43	45	36746	23527	6683	3790	90	3790	291057	1534950	0	ENSG00000094963.15
ENSG00000094975.15.novel10	27	19810	15454	4535	2780	54	2780	165222	675540	0	ENSG00000094975.15
ENSG00000094975.15.novel12	12	9586	6581	2569	1744	24	1744	77259	188352	0	ENSG00000094975.15
ENSG00000094975.15.novel2	47	41643	30543	7313	4725	94	4725	341487	1998675	0	ENSG00000094975.15
ENSG00000094975.15.novel3	35	30619	22544	5712	4304	70	4635	251346	1355760	0	ENSG00000094975.15
ENSG00000095002.17.novel8	19	12900	10940	2466	2466	38	2466	110220	421686	0	ENSG00000095002.17
ENSG00000095015.7.novel11	40	32212	25877	4658	2833	80	2833	270903	1019880	0	ENSG00000095015.7
ENSG00000095015.7.novel7	25	17060	13666	3198	1943	50	1943	143358	437175	0	ENSG00000095015.7
ENSG00000095059.18.novel2	5	2442	2740	1332	1332	10	1332	22872	59940	1	ENSG00000095059.18
ENSG00000095059.18.novel3	6	1951	3378	1443	1096	12	1096	21840	59184	1	ENSG00000095059.18
ENSG00000095066.13.novel1	21	14364	14565	2977	2822	42	2822	129879	533358	1	ENSG00000095066.13
ENSG00000095066.13.novel17	16	10774	10361	2644	2634	32	2644	95727	379296	1	ENSG00000095066.13
ENSG00000095066.13.novel21	5	3566	2995	2235	1987	10	1987	30381	89415	0	ENSG00000095066.13
ENSG00000095066.13.novel4	17	10350	11485	2645	2017	34	2017	96555	308601	0	ENSG00000095066.13
ENSG00000095066.13.novel9	21	14943	14236	3037	2882	42	2882	132366	544698	0	ENSG00000095066.13
ENSG00000095139.16.novel16	16	10444	11574	2086	1671	32	1671	97386	240624	0	ENSG00000095139.16
ENSG00000095139.16.novel3	33	26676	23800	3556	2659	66	2659	231456	789723	0	ENSG00000095139.16
ENSG00000095203.16.novel11	18	12308	10385	2869	1836	36	1836	105003	297432	0	ENSG00000095203.16
ENSG00000095203.16.novel30	22	14316	11773	3202	2169	44	2169	121215	429462	0	ENSG00000095203.16
ENSG00000095209.13.novel1	25	19759	13841	3700	2442	50	2442	160077	549450	1	ENSG00000095209.13
ENSG00000095209.13.novel5	20	14230	11414	2721	1934	40	1934	119622	348120	0	ENSG00000095209.13
ENSG00000095261.15.novel1	18	15696	11323	3749	2379	36	2379	128145	385398	1	ENSG00000095261.15
ENSG00000095261.15.novel2	17	13874	9954	3633	2263	34	2263	113106	346239	1	ENSG00000095261.15
ENSG00000095261.15.novel4	18	15554	10700	3742	2372	36	2372	125424	384264	1	ENSG00000095261.15
ENSG00000095303.18.novel1	37	30092	25647	5469	3112	74	3112	257493	1036296	1	ENSG00000095303.18
ENSG00000095303.18.novel2	37	27220	20610	6090	3589	74	3589	225150	1195137	0	ENSG00000095303.18
ENSG00000095303.18.novel38	27	21285	16791	4533	2701	54	2701	178083	656343	0	ENSG00000095303.18
ENSG00000095303.18.novel45	41	29401	25359	5403	3055	82	3055	252483	1127295	0	ENSG00000095303.18
ENSG00000095303.18.novel7	33	24498	20291	4956	3025	66	3025	207861	898425	0	ENSG00000095303.18
ENSG00000095319.15.novel1	11	6834	7793	2581	2250	22	2581	64383	222750	0	ENSG00000095319.15
ENSG00000095319.15.novel12	7	2414	3700	1437	1086	14	1086	25584	68418	0	ENSG00000095319.15
ENSG00000095319.15.novel2	13	8810	8869	2221	2221	26	2221	79467	259857	0	ENSG00000095319.15
ENSG00000095319.15.novel3	14	8543	9927	2320	2320	28	2320	81039	292320	0	ENSG00000095319.15
ENSG00000095319.15.novel32	17	10420	11011	3019	2688	34	3019	95553	411264	0	ENSG00000095319.15
ENSG00000095319.15.novel34	49	42741	36398	6453	4442	98	5796	365640	1958922	0	ENSG00000095319.15
ENSG00000095319.15.novel35	44	38343	29611	5313	3959	88	5313	318891	1567764	0	ENSG00000095319.15
ENSG00000095319.15.novel38	45	39274	31081	5598	4244	90	5598	328887	1718820	1	ENSG00000095319.15
ENSG00000095319.15.novel4	10	7705	7239	1899	1899	20	1899	67947	170910	0	ENSG00000095319.15
ENSG00000095319.15.novel5	14	10033	10103	2737	1817	28	1817	90507	228942	0	ENSG00000095319.15
ENSG00000095319.15.novel6	13	6149	7430	2107	1603	26	1603	59184	187551	0	ENSG00000095319.15
ENSG00000095319.15.novel7	11	3595	7366	1418	1418	22	1418	43668	140382	0	ENSG00000095319.15
ENSG00000095321.19.novel2	27	25702	19209	5000	3135	54	3135	211839	761805	0	ENSG00000095321.19
ENSG00000095321.19.novel21	11	5190	5915	2973	1803	22	1803	48885	178497	0	ENSG00000095321.19
ENSG00000095321.19.novel9	28	25834	20266	5103	3238	56	3238	215802	815976	0	ENSG00000095321.19
ENSG00000095370.21.novel1	19	12276	12201	2671	2671	38	2671	110259	456741	0	ENSG00000095370.21
ENSG00000095380.12.novel1	46	39103	25996	6614	3810	92	3810	312606	1577340	1	ENSG00000095380.12
ENSG00000095380.12.novel2	18	12406	10812	2806	1959	36	1959	106872	317358	1	ENSG00000095380.12
ENSG00000095383.20.novel5	36	27844	19568	5572	3292	72	3292	225768	1066608	0	ENSG00000095383.20
ENSG00000095383.20.novel58	5	3793	3023	2766	2210	10	2296	31827	99450	0	ENSG00000095383.20
ENSG00000095383.20.novel8	38	31551	20096	6425	3780	76	3780	249594	1292760	0	ENSG00000095383.20
ENSG00000095383.20.novel9	9	4158	5771	2622	2459	18	2517	42261	199179	0	ENSG00000095383.20
ENSG00000095485.19.novel10	9	3247	5182	1551	1551	18	1551	35028	125631	0	ENSG00000095485.19
ENSG00000095485.19.novel11	17	9509	10511	2135	2135	34	2135	88587	326655	1	ENSG00000095485.19
ENSG00000095485.19.novel17	17	9423	9902	1997	1997	34	1997	86244	305541	1	ENSG00000095485.19
ENSG00000095485.19.novel3	17	9645	10035	2024	2024	34	2024	87975	309672	1	ENSG00000095485.19
ENSG00000095485.19.novel5	19	11486	11815	2646	2210	38	2210	104361	377910	1	ENSG00000095485.19
ENSG00000095485.19.novel6	15	7780	8474	1783	1368	30	1368	72102	184680	0	ENSG00000095485.19
ENSG00000095485.19.novel7	17	9759	10114	1913	1913	34	1913	88896	292689	0	ENSG00000095485.19
ENSG00000095485.19.novel8	12	5922	7099	2173	1737	24	1737	56829	187596	0	ENSG00000095485.19
ENSG00000095539.17.novel1	32	25120	19729	4556	3699	64	3699	209907	1065312	0	ENSG00000095539.17
ENSG00000095564.16.novel1	26	21431	15433	3225	1939	52	1939	174885	453726	0	ENSG00000095564.16
ENSG00000095564.16.novel18	29	21078	17494	3865	2492	58	2492	178950	650412	0	ENSG00000095564.16
ENSG00000095564.16.novel21	26	20403	14903	4220	2659	52	2659	167127	622206	0	ENSG00000095564.16
ENSG00000095564.16.novel24	27	19436	16504	3627	2245	54	2245	166128	545535	0	ENSG00000095564.16
ENSG00000095564.16.novel26	22	19359	12046	3595	2296	44	2296	152292	454608	0	ENSG00000095564.16
ENSG00000095564.16.novel34	18	14976	9499	3225	2108	36	2108	118353	341496	0	ENSG00000095564.16
ENSG00000095564.16.novel48	41	29910	28500	4661	2756	82	2756	264960	1016964	0	ENSG00000095564.16
ENSG00000095564.16.novel8	28	19573	15068	3609	2310	56	2310	162642	582120	0	ENSG00000095564.16
ENSG00000095574.13.novel1	20	13859	13684	4437	2717	40	2717	124206	489060	0	ENSG00000095574.13
ENSG00000095574.13.novel3	28	22402	17114	5050	2971	56	2971	185754	748692	1	ENSG00000095574.13
ENSG00000095574.13.novel4	28	21122	15413	3921	2394	56	2394	172971	603288	1	ENSG00000095574.13
ENSG00000095574.13.novel5	22	16273	13894	4686	2607	44	2607	139320	516186	1	ENSG00000095574.13
ENSG00000095585.19.novel2	11	4923	6022	2073	1519	22	1519	47604	150381	0	ENSG00000095585.19
ENSG00000095587.10.novel1	8	4138	4504	2518	1836	16	1836	38340	132192	0	ENSG00000095587.10
ENSG00000095637.24.novel1	36	29629	22663	5567	3153	72	3153	245763	1021572	0	ENSG00000095637.24
ENSG00000095637.24.novel5	29	18522	16040	3796	2379	58	2379	159252	620919	0	ENSG00000095637.24
ENSG00000095713.15.novel1	12	4481	6885	1208	1208	24	1208	47541	130464	0	ENSG00000095713.15
ENSG00000095752.7.novel1	7	4809	4634	3557	2430	14	2430	42756	153090	0	ENSG00000095752.7
ENSG00000095752.7.novel9	3	2566	1818	2750	1628	6	1628	20850	43956	0	ENSG00000095752.7
ENSG00000095787.27.novel1	18	16330	12802	4172	3277	36	3277	136386	530874	0	ENSG00000095787.27
ENSG00000095787.27.novel12	16	12841	8481	6477	3726	32	3726	102489	536544	0	ENSG00000095787.27
ENSG00000095787.27.novel35	15	9483	7863	3698	2227	30	2227	80487	300645	0	ENSG00000095787.27
ENSG00000095787.27.novel4	16	14569	11516	4122	3230	32	3230	121962	465120	0	ENSG00000095787.27
ENSG00000095951.19.novel1	34	27545	25357	7185	5680	68	6964	241341	1738080	0	ENSG00000095951.19
ENSG00000095951.19.novel12	26	21628	14403	4089	3570	52	4048	172977	835380	0	ENSG00000095951.19
ENSG00000096060.16.novel1	43	33806	25353	4750	2823	86	2823	278895	1092501	1	ENSG00000096060.16
ENSG00000096060.16.novel18	26	18675	14534	3702	2306	52	2306	155652	539604	0	ENSG00000096060.16
ENSG00000096060.16.novel55	24	19826	13027	4222	2650	48	2650	158037	572400	0	ENSG00000096060.16
ENSG00000096063.17.novel2	10	5728	5500	1525	1401	20	1401	50868	126090	1	ENSG00000096063.17
ENSG00000096063.17.novel4	29	21338	17062	4216	2576	58	2576	179214	672336	1	ENSG00000096063.17
ENSG00000096070.20.novel14	16	12916	8394	4170	2598	32	2598	102678	374112	1	ENSG00000096070.20
ENSG00000096070.20.novel6	25	18572	13371	3848	2548	50	2548	151545	573300	0	ENSG00000096070.20
ENSG00000096070.20.novel9	14	9120	8129	2813	1873	28	1873	79107	235998	0	ENSG00000096070.20
ENSG00000096088.17.novel1	10	4695	5331	1266	1266	20	1266	44163	113940	0	ENSG00000096088.17
ENSG00000096093.17.novel3	21	12383	12515	2927	2653	42	2653	111843	501417	1	ENSG00000096093.17
ENSG00000096093.17.novel8	26	18047	15375	3644	2381	52	2381	154407	557154	1	ENSG00000096093.17
ENSG00000096384.21.novel26	21	15172	12301	2976	2855	42	2922	127935	539595	0	ENSG00000096384.21
ENSG00000096384.21.novel27	25	22677	13693	5463	3105	50	3105	177141	698625	0	ENSG00000096384.21
ENSG00000096384.21.novel29	11	6854	6628	1780	1728	22	1728	61008	171072	0	ENSG00000096384.21
ENSG00000096384.21.novel31	11	6314	7502	1891	1839	22	1839	60390	182061	0	ENSG00000096384.21
ENSG00000096384.21.novel32	3	776	1609	1357	910	6	910	9483	24570	0	ENSG00000096384.21
ENSG00000096401.9.novel1	21	13564	13924	3145	2992	42	2992	123156	565488	1	ENSG00000096401.9
ENSG00000096401.9.novel16	36	28608	19425	7615	4401	72	4401	229923	1425924	0	ENSG00000096401.9
ENSG00000096401.9.novel3	21	13699	13924	3257	2926	42	2926	123966	553014	1	ENSG00000096401.9
ENSG00000096401.9.novel33	24	16722	15846	3524	2714	48	2714	147870	586224	0	ENSG00000096401.9
ENSG00000096433.12.novel10	31	23104	23077	4090	3219	62	3793	207855	898101	0	ENSG00000096433.12
ENSG00000096433.12.novel19	21	14755	16299	3082	2786	42	2786	137427	526554	0	ENSG00000096433.12
ENSG00000096433.12.novel21	22	16411	17076	3547	3251	44	3251	149694	643698	0	ENSG00000096433.12
ENSG00000096433.12.novel24	25	22075	20348	4503	3633	50	4207	193494	817425	0	ENSG00000096433.12
ENSG00000096433.12.novel38	32	23352	26285	4840	3970	64	4544	218967	1143360	0	ENSG00000096433.12
ENSG00000096654.17.novel1	33	28119	19289	6052	3567	66	3567	226581	1059399	0	ENSG00000096654.17
ENSG00000096696.17.novel13	45	36374	30762	6299	4547	90	5961	310530	1841535	0	ENSG00000096696.17
ENSG00000096696.17.novel16	40	29709	23675	6373	4618	80	6032	249279	1662480	0	ENSG00000096696.17
ENSG00000096696.17.novel44	32	22448	20036	5032	3922	64	4703	194796	1129536	0	ENSG00000096696.17
ENSG00000096696.17.novel8	25	17112	15934	4576	3682	50	4235	150474	828450	0	ENSG00000096696.17
ENSG00000096717.13.novel1	25	20748	15711	4382	2999	50	2999	171621	674775	0	ENSG00000096717.13
ENSG00000096717.13.novel14	32	26358	17954	3798	2414	64	2414	212010	695232	0	ENSG00000096717.13
ENSG00000096717.13.novel17	28	20749	16499	4991	3692	56	3692	173991	930384	0	ENSG00000096717.13
ENSG00000096717.13.novel18	29	18676	16254	3035	1728	58	1728	160818	451008	0	ENSG00000096717.13
ENSG00000096717.13.novel2	17	12593	11246	2966	2519	34	2519	109296	385407	0	ENSG00000096717.13
ENSG00000096717.13.novel3	28	22348	17406	4360	2979	56	2979	186306	750708	1	ENSG00000096717.13
ENSG00000096746.19.novel1	50	41816	29496	4062	2612	100	2612	339384	1175400	0	ENSG00000096746.19
ENSG00000096746.19.novel2	47	40041	26743	4095	2647	94	2647	320475	1119681	1	ENSG00000096746.19
ENSG00000096746.19.novel3	46	38917	26238	3746	2465	92	2465	312216	1020510	1	ENSG00000096746.19
ENSG00000096746.19.novel4	47	39621	26346	3833	2427	94	2427	316764	1026621	1	ENSG00000096746.19
ENSG00000096746.19.novel5	45	38661	25242	3747	2331	90	2331	307692	944055	1	ENSG00000096746.19
ENSG00000096872.18.novel5	14	10383	8920	2283	2213	28	2283	89058	278838	1	ENSG00000096872.18
