"isoform_id"	"n_orfs"	"n_nmd_competent"	"max_orf_length"	"max_downstream_ejc"	"n_strong_kozak"	"n_strong_kozak_nmd_comp"	"best_kozak_nmd_comp"	"longest_nmd_comp_orf"	"tx_length"	"n_junctions"	"is_nmd"	"chr"
"ENSG00000112249.15.novel35"	58	23	2445	16	10	4	2	195	4244	16	0	"chr6"
"ENSG00000112249.15.novel39"	48	29	666	3	8	6	2	231	3539	3	0	"chr6"
"ENSG00000112249.15.novel7"	33	11	855	4	4	2	2	153	2362	4	0	"chr6"
"ENSG00000112282.19.novel1"	88	26	4080	26	9	2	2	360	6425	29	0	"chr6"
"ENSG00000112282.19.novel15"	52	16	1068	7	8	2	2	234	4341	7	0	"chr6"
"ENSG00000112282.19.novel2"	16	3	792	5	2	0	1	93	1964	8	0	"chr6"
"ENSG00000112282.19.novel3"	50	33	501	3	4	2	2	189	3718	3	0	"chr6"
"ENSG00000112282.19.novel48"	24	8	309	2	3	1	2	204	2513	2	0	"chr6"
"ENSG00000112282.19.novel7"	57	16	1713	9	9	1	2	123	4462	9	0	"chr6"
"ENSG00000112294.15.novel5"	50	6	981	5	10	1	2	183	4618	6	0	"chr6"
"ENSG00000112297.18.novel10"	37	18	372	2	8	5	2	264	3941	2	0	"chr6"
"ENSG00000112297.18.novel13"	16	4	180	2	0	0	1	141	4392	3	0	"chr6"
"ENSG00000112297.18.novel17"	59	21	1734	15	9	3	2	387	4847	16	1	"chr6"
"ENSG00000112297.18.novel2"	52	21	2010	15	9	3	2	387	3998	15	0	"chr6"
"ENSG00000112297.18.novel23"	18	6	180	2	1	1	2	141	4065	2	0	"chr6"
"ENSG00000112297.18.novel52"	76	44	372	4	13	7	2	276	6775	4	0	"chr6"
"ENSG00000112303.14.novel5"	38	20	849	7	6	3	2	714	2250	7	0	"chr6"
"ENSG00000112303.14.novel6"	36	14	849	5	4	1	2	189	2278	5	0	"chr6"
"ENSG00000112305.16.novel47"	31	3	375	3	7	1	2	162	2429	4	1	"chr6"
"ENSG00000112305.16.novel5"	52	15	660	3	5	1	2	144	3575	3	0	"chr6"
"ENSG00000112305.16.novel7"	39	2	660	1	4	0	1	144	2519	4	0	"chr6"
"ENSG00000112319.22.novel37"	81	17	1776	18	3	1	2	255	6086	18	0	"chr6"
"ENSG00000112320.13.novel2"	53	7	699	4	10	3	2	219	3940	4	0	"chr6"
"ENSG00000112339.16.novel1"	47	29	1809	16	9	7	2	1809	3482	16	1	"chr6"
"ENSG00000112339.16.novel2"	44	23	1563	18	8	3	2	546	3079	18	1	"chr6"
"ENSG00000112339.16.novel3"	49	23	1563	18	9	3	2	648	3797	18	1	"chr6"
"ENSG00000112343.12.novel2"	44	17	582	7	6	2	2	537	3894	7	1	"chr6"
"ENSG00000112343.12.novel4"	69	31	582	1	11	4	2	219	6563	1	0	"chr6"
"ENSG00000112357.15.novel1"	27	7	354	4	9	2	2	354	2962	7	1	"chr6"
"ENSG00000112357.15.novel6"	14	8	354	5	4	3	2	354	1422	8	1	"chr6"
"ENSG00000112365.7.novel1"	44	0	1002	0	8	0	0	0	4205	1	0	"chr6"
"ENSG00000112367.13.novel2"	37	2	660	3	5	0	1	33	3955	5	0	"chr6"
"ENSG00000112367.13.novel4"	44	35	1230	19	4	4	2	1149	2943	21	1	"chr6"
"ENSG00000112379.10.novel11"	41	9	1545	3	8	0	1	357	4441	3	0	"chr6"
"ENSG00000112379.10.novel23"	26	7	1251	9	1	0	1	312	2648	9	0	"chr6"
"ENSG00000112394.19.novel1"	34	2	963	2	5	0	1	45	3348	2	0	"chr6"
"ENSG00000112414.16.novel13"	44	6	573	4	6	2	2	159	3635	5	0	"chr6"
"ENSG00000112414.16.novel3"	70	14	1359	8	8	3	2	159	5528	10	0	"chr6"
"ENSG00000112419.16.novel11"	11	11	222	6	3	3	2	222	1788	7	0	"chr6"
"ENSG00000112419.16.novel12"	49	15	1539	10	7	2	2	183	4138	10	0	"chr6"
"ENSG00000112419.16.novel17"	77	35	1266	7	10	6	2	183	7154	7	0	"chr6"
"ENSG00000112419.16.novel6"	15	15	462	8	3	3	2	462	1863	8	0	"chr6"
"ENSG00000112419.16.novel7"	27	5	996	4	6	1	2	138	2922	4	0	"chr6"
"ENSG00000112473.20.novel3"	20	14	1140	6	8	6	2	174	2403	6	1	"chr6"
"ENSG00000112511.19.novel7"	27	14	1062	7	3	1	2	753	1998	7	1	"chr6"
"ENSG00000112531.18.novel3"	48	10	861	6	2	1	2	153	4792	6	0	"chr6"
"ENSG00000112559.16.novel42"	22	1	366	1	7	0	1	42	2743	1	0	"chr6"
"ENSG00000112561.20.novel1"	45	6	963	3	4	0	1	276	3360	7	0	"chr6"
"ENSG00000112561.20.novel23"	41	27	654	4	5	2	2	378	3428	4	0	"chr6"
"ENSG00000112584.15.novel1"	67	39	2115	8	10	4	2	2115	5080	9	1	"chr6"
"ENSG00000112584.15.novel2"	36	8	948	7	7	1	2	948	3531	9	0	"chr6"
"ENSG00000112584.15.novel25"	88	54	336	4	10	2	2	336	7263	4	0	"chr6"
"ENSG00000112584.15.novel3"	54	12	2295	4	7	0	1	423	4677	5	0	"chr6"
"ENSG00000112584.15.novel4"	68	40	2295	9	11	5	2	2295	5392	10	1	"chr6"
"ENSG00000112592.16.novel4"	42	14	747	8	9	4	2	747	3360	8	1	"chr6"
"ENSG00000112599.9::ENSG00000048544.8.novel1"	31	11	918	8	8	2	2	78	2686	8	0	"chr6"
"ENSG00000112599.9.novel2"	27	11	693	6	8	4	2	693	2548	9	1	"chr6"
"ENSG00000112619.8.novel1"	44	1	363	1	8	0	1	165	4248	1	0	"chr6"
"ENSG00000112640.17.novel17"	28	4	675	5	5	1	2	261	2297	5	0	"chr6"
"ENSG00000112640.17.novel3"	39	14	1149	15	7	3	2	1149	3264	15	1	"chr6"
"ENSG00000112651.13.novel1"	21	9	822	6	3	2	2	198	1534	6	1	"chr6"
"ENSG00000112651.13.novel3"	40	28	822	5	7	6	2	324	3200	5	0	"chr6"
"ENSG00000112655.17.novel20"	32	9	1293	7	4	0	1	384	2552	8	0	"chr6"
"ENSG00000112659.15.novel21"	32	10	1566	10	3	1	2	357	1962	10	1	"chr6"
"ENSG00000112659.15.novel40"	42	18	1707	12	4	2	2	357	2809	12	0	"chr6"
"ENSG00000112679.15.novel2"	13	10	606	2	2	2	2	606	1662	8	0	"chr6"
"ENSG00000112679.15.novel47"	31	4	378	1	3	1	2	87	3527	1	0	"chr6"
"ENSG00000112685.15.novel1"	55	37	2775	26	10	6	2	2775	4277	28	0	"chr6"
"ENSG00000112685.15.novel2"	27	11	1227	9	3	1	2	108	2292	11	0	"chr6"
"ENSG00000112685.15.novel4"	38	11	1407	9	3	1	2	108	3029	11	0	"chr6"
"ENSG00000112685.15.novel5"	55	21	2325	24	10	3	2	321	4374	26	1	"chr6"
"ENSG00000112685.15.novel6"	55	37	2775	26	10	6	2	2775	4282	28	1	"chr6"
"ENSG00000112695.14.novel3"	7	1	321	3	1	0	1	60	823	4	0	"chr6"
"ENSG00000112697.18.novel1"	82	5	933	4	13	1	2	273	6966	5	0	"chr6"
"ENSG00000112699.12.novel1"	54	9	873	4	6	2	2	504	4564	7	0	"chr6"
"ENSG00000112701.19.novel2"	63	24	2076	15	9	3	2	189	5928	15	0	"chr6"
"ENSG00000112701.19.novel20"	26	2	405	3	5	0	1	84	3711	3	0	"chr6"
"ENSG00000112701.19.novel3"	58	35	3009	24	7	4	2	225	5959	24	0	"chr6"
"ENSG00000112701.19.novel42"	30	7	462	4	3	2	2	132	3144	4	0	"chr6"
"ENSG00000112701.19.novel53"	44	8	483	5	15	2	2	132	4860	5	0	"chr6"
"ENSG00000112739.18.novel1"	51	46	3024	19	9	8	2	3024	3868	20	1	"chr6"
"ENSG00000112739.18.novel15"	30	7	411	3	2	0	1	90	2282	3	0	"chr6"
"ENSG00000112739.18.novel20"	24	1	1242	1	6	0	1	72	2757	1	0	"chr6"
"ENSG00000112739.18.novel26"	22	12	1572	3	5	2	2	423	2638	3	0	"chr6"
"ENSG00000112739.18.novel3"	49	46	3024	18	8	8	2	3024	3734	19	1	"chr6"
"ENSG00000112739.18.novel36"	95	28	561	2	9	2	2	273	6677	2	0	"chr6"
"ENSG00000112739.18.novel4"	78	46	3024	18	11	8	2	3024	5506	19	1	"chr6"
"ENSG00000112739.18.novel43"	40	15	852	6	3	1	2	96	2996	6	0	"chr6"
"ENSG00000112742.11.novel10"	50	23	777	7	8	4	2	150	3930	7	0	"chr6"
"ENSG00000112742.11.novel14"	53	25	1248	9	5	1	2	267	4552	9	0	"chr6"
"ENSG00000112759.20::ENSG00000096384.21.novel1"	62	24	3309	20	8	3	2	195	3974	21	0	"chr6"
"ENSG00000112759.20.novel1"	44	2	1371	12	5	0	0	195	4605	13	0	"chr6"
"ENSG00000112759.20.novel4"	49	14	843	10	5	0	1	606	4997	11	0	"chr6"
"ENSG00000112763.18.novel1"	19	0	630	0	7	0	0	0	2921	2	0	"chr6"
"ENSG00000112763.18.novel2"	56	7	549	6	13	1	2	456	5256	8	1	"chr6"
"ENSG00000112763.18.novel3"	35	6	1128	6	7	1	2	273	3090	7	0	"chr6"
"ENSG00000112763.18.novel32"	63	3	948	2	10	0	1	126	5413	4	0	"chr6"
"ENSG00000112763.18.novel4"	21	4	990	5	3	0	1	126	1690	7	0	"chr6"
"ENSG00000112769.21.novel1"	17	12	1104	9	4	3	2	390	1680	9	0	"chr6"
"ENSG00000112769.21.novel14"	29	2	270	2	6	0	1	255	2577	2	0	"chr6"
"ENSG00000112769.21.novel15"	17	12	1104	8	4	3	2	390	1727	8	0	"chr6"
"ENSG00000112769.21.novel2"	32	3	426	3	5	0	1	255	2854	3	0	"chr6"
"ENSG00000112769.21.novel22"	55	17	954	7	6	3	2	123	4877	7	0	"chr6"
"ENSG00000112769.21.novel24"	61	27	375	3	7	4	2	189	5907	3	0	"chr6"
"ENSG00000112769.21.novel28"	46	12	1623	11	10	3	2	390	3252	11	0	"chr6"
"ENSG00000112769.21.novel30"	62	22	1659	10	8	4	2	216	6337	10	0	"chr6"
"ENSG00000112769.21.novel33"	40	5	540	4	5	2	2	123	4252	4	0	"chr6"
"ENSG00000112769.21.novel4"	18	12	1125	9	5	3	2	390	1699	9	0	"chr6"
"ENSG00000112769.21.novel43"	81	51	3894	26	13	8	2	216	5958	26	0	"chr6"
"ENSG00000112769.21.novel55"	58	33	2967	19	10	6	2	216	4462	20	0	"chr6"
"ENSG00000112769.21.novel56"	73	49	3636	24	13	8	2	216	5175	24	0	"chr6"
"ENSG00000112769.21.novel58"	82	33	2394	16	12	6	2	216	6734	16	0	"chr6"
"ENSG00000112769.21.novel60"	87	55	4437	31	14	8	2	216	5833	31	0	"chr6"
"ENSG00000112769.21.novel61"	26	11	1104	7	8	3	2	390	2758	7	0	"chr6"
"ENSG00000112769.21.novel63"	25	11	1083	7	7	3	2	390	2836	7	0	"chr6"
"ENSG00000112769.21.novel65"	25	11	1083	7	7	3	2	390	2767	7	0	"chr6"
"ENSG00000112769.21.novel68"	26	11	1104	7	8	3	2	390	2765	7	0	"chr6"
"ENSG00000112769.21.novel72"	28	11	1083	6	8	3	2	390	3121	6	0	"chr6"
"ENSG00000112769.21.novel73"	63	23	1101	6	11	7	2	162	5960	6	0	"chr6"
"ENSG00000112787.15.novel17"	24	5	1479	4	3	0	1	168	3433	4	0	"chr12"
"ENSG00000112787.15.novel56"	27	9	1218	1	5	2	2	450	3411	1	0	"chr12"
"ENSG00000112812.17.novel1"	17	4	858	4	4	1	2	171	2291	5	0	"chr6"
"ENSG00000112812.17.novel2"	14	2	612	3	4	1	2	126	2199	3	0	"chr6"
"ENSG00000112812.17.novel3"	17	5	612	5	3	0	1	276	2431	5	0	"chr6"
"ENSG00000112812.17.novel5"	15	3	612	2	3	0	0	384	2097	4	0	"chr6"
"ENSG00000112851.17.novel1"	50	17	1908	18	5	0	1	138	4929	18	0	"chr5"
"ENSG00000112851.17.novel2"	51	17	1896	18	5	0	1	138	5067	18	0	"chr5"
"ENSG00000112851.17.novel32"	55	17	1824	4	11	4	2	150	5362	4	0	"chr5"
"ENSG00000112851.17.novel49"	30	11	1659	16	4	0	1	120	3288	16	0	"chr5"
"ENSG00000112851.17.novel55"	59	17	1968	5	13	4	2	150	6185	5	0	"chr5"
"ENSG00000112851.17.novel56"	44	15	1617	3	9	3	2	150	4291	3	0	"chr5"
"ENSG00000112851.17.novel7"	38	8	483	3	8	3	2	102	4796	3	0	"chr5"
"ENSG00000112855.18::ENSG00000146007.12.novel1"	61	14	2043	13	12	4	2	213	4185	16	0	"chr5"
"ENSG00000112855.18.novel1"	41	12	1311	11	8	3	2	300	3533	12	1	"chr5"
"ENSG00000112855.18.novel11"	37	31	672	4	8	6	2	357	3507	4	0	"chr5"
"ENSG00000112855.18.novel16"	29	12	1545	11	9	4	2	219	2674	11	0	"chr5"
"ENSG00000112855.18.novel17"	26	12	1158	8	7	3	2	135	3187	8	0	"chr5"
"ENSG00000112855.18.novel18"	31	22	795	5	6	3	2	300	3019	5	0	"chr5"
"ENSG00000112855.18.novel2"	63	30	1521	14	13	8	2	1521	4658	17	1	"chr5"
"ENSG00000112874.11.novel1"	40	14	630	4	1	1	2	210	4083	5	0	"chr5"
"ENSG00000112874.11.novel2"	38	12	630	5	1	1	2	210	3541	6	1	"chr5"
"ENSG00000112877.9.novel2"	18	3	1377	7	6	1	2	486	2314	10	1	"chr5"
"ENSG00000112877.9.novel4"	18	3	1377	9	6	1	2	336	2489	10	0	"chr5"
"ENSG00000112893.11.novel1"	51	22	2982	17	8	2	2	159	4383	18	0	"chr5"
"ENSG00000112893.11.novel14"	53	8	1659	8	7	1	2	120	4329	11	0	"chr5"
"ENSG00000112893.11.novel2"	83	40	1989	21	11	6	2	1989	7243	22	1	"chr5"
"ENSG00000112893.11.novel21"	68	25	1185	9	6	1	2	198	5755	9	0	"chr5"
"ENSG00000112893.11.novel3"	65	26	798	5	14	9	2	336	5494	5	0	"chr5"
"ENSG00000112893.11.novel42"	63	11	1764	8	10	1	2	159	6078	9	0	"chr5"
"ENSG00000112893.11.novel9"	55	20	576	3	7	3	2	159	4913	3	0	"chr5"
"ENSG00000112941.15.novel2"	28	3	450	3	5	1	2	135	2862	3	0	"chr5"
"ENSG00000112941.15.novel7"	63	36	807	4	14	9	2	252	5510	4	0	"chr5"
"ENSG00000112972.16.novel3"	59	28	972	9	12	3	2	753	3594	10	1	"chr5"
"ENSG00000112972.16.novel6"	59	28	972	9	12	3	2	753	3658	11	1	"chr5"
"ENSG00000112981.6.novel3"	36	4	837	3	5	0	1	69	2958	5	0	"chr5"
"ENSG00000112981.6.novel4"	27	4	528	3	4	0	1	69	2547	4	0	"chr5"
"ENSG00000112981.6.novel7"	32	8	639	4	7	2	2	297	3241	4	0	"chr5"
"ENSG00000112983.18.novel11"	54	40	1848	17	10	8	2	1848	3248	19	1	"chr5"
"ENSG00000112983.18.novel3"	54	24	2592	19	11	2	2	219	3276	19	0	"chr5"
"ENSG00000112983.18.novel38"	54	31	1665	10	5	1	2	357	3243	10	0	"chr5"
"ENSG00000112983.18.novel39"	34	17	1161	8	5	1	2	219	1647	8	0	"chr5"
"ENSG00000112983.18.novel4"	53	24	2427	19	10	2	2	219	3113	19	0	"chr5"
"ENSG00000112983.18.novel7"	57	43	2058	20	10	8	2	2058	3468	20	1	"chr5"
"ENSG00000112984.13.novel1"	49	32	1953	17	7	4	2	1953	3704	17	1	"chr5"
"ENSG00000112984.13.novel6"	20	0	813	0	3	0	0	0	1859	4	0	"chr5"
"ENSG00000112984.13.novel9"	34	9	1236	7	5	1	2	135	2236	7	0	"chr5"
"ENSG00000112992.19.novel17"	60	15	1761	11	6	2	2	363	4506	11	0	"chr5"
"ENSG00000112992.19.novel19"	41	12	393	2	2	0	1	135	3117	2	0	"chr5"
"ENSG00000112992.19.novel3"	69	15	2868	19	9	3	2	402	4826	22	1	"chr5"
"ENSG00000112992.19.novel6"	69	33	876	7	7	4	2	234	4912	7	0	"chr5"
"ENSG00000112996.12.novel1"	20	10	762	4	2	1	2	762	2343	4	1	"chr5"
"ENSG00000113013.17.novel41"	49	7	360	4	14	1	2	168	3564	4	0	"chr5"
"ENSG00000113013.17.novel47"	78	35	564	6	17	3	2	231	4841	6	0	"chr5"
"ENSG00000113048.20.novel1"	40	19	798	9	6	2	2	798	3020	11	1	"chr5"
"ENSG00000113070.9.novel1"	7	5	627	2	1	0	1	627	1336	5	0	"chr5"
"ENSG00000113083.16.novel1"	57	17	1185	6	7	4	2	1185	5389	6	0	"chr5"
"ENSG00000113083.16.novel3"	60	11	1383	6	7	2	2	258	5602	6	0	"chr5"
"ENSG00000113083.16.novel4"	59	19	363	4	8	4	2	147	5307	4	0	"chr5"
"ENSG00000113108.21.novel12"	30	21	792	11	4	2	2	630	2406	11	1	"chr5"
"ENSG00000113108.21.novel14"	30	27	630	11	4	4	2	630	2469	11	1	"chr5"
"ENSG00000113108.21.novel17"	28	19	792	10	2	0	1	321	2349	10	1	"chr5"
"ENSG00000113108.21.novel19"	25	13	948	9	2	0	1	321	2041	10	1	"chr5"
"ENSG00000113108.21.novel48"	35	23	792	10	4	2	2	630	2860	10	0	"chr5"
"ENSG00000113119.14.novel2"	19	9	762	9	2	1	2	336	2111	10	1	"chr5"
"ENSG00000113119.14.novel24"	46	36	762	6	6	5	2	336	4732	6	0	"chr5"
"ENSG00000113140.12.novel42"	49	7	762	5	6	1	2	225	3292	5	0	"chr5"
"ENSG00000113194.14.novel1"	39	16	690	9	6	2	2	690	4364	9	1	"chr5"
"ENSG00000113194.14.novel3"	38	9	897	7	7	1	2	165	2879	7	0	"chr5"
"ENSG00000113194.14.novel5"	38	23	1278	10	6	4	2	261	3025	10	0	"chr5"
"ENSG00000113196.4.novel1"	24	10	669	1	3	1	2	315	3880	1	0	"chr5"
"ENSG00000113240.15.novel1"	35	12	906	11	4	1	2	432	2613	11	1	"chr5"
"ENSG00000113240.15.novel18"	34	16	285	2	6	4	2	135	3347	2	0	"chr5"
"ENSG00000113240.15.novel3"	39	16	906	8	5	2	2	153	3450	8	0	"chr5"
"ENSG00000113240.15.novel41"	35	12	906	10	4	1	2	324	2569	12	1	"chr5"
"ENSG00000113240.15.novel42"	36	12	1338	13	4	1	2	231	2763	13	1	"chr5"
"ENSG00000113269.15.novel1"	37	2	756	2	10	1	2	150	3873	2	0	"chr5"
"ENSG00000113272.15.novel26"	39	10	651	4	8	0	1	102	3738	4	0	"chr5"
"ENSG00000113273.18.novel1"	34	10	1242	6	6	4	2	102	4180	6	0	"chr5"
"ENSG00000113282.15.novel60"	24	1	546	2	1	0	1	84	2874	4	0	"chr5"
"ENSG00000113300.14.novel20"	82	17	1101	5	9	4	2	138	5963	5	0	"chr5"
"ENSG00000113300.14.novel26"	90	25	861	4	9	4	2	195	6352	4	0	"chr5"
"ENSG00000113300.14.novel66"	66	6	591	2	6	2	2	102	4920	2	0	"chr5"
"ENSG00000113318.12.novel35"	37	14	2313	12	4	0	1	189	3048	14	0	"chr5"
"ENSG00000113319.14.novel1"	75	13	1323	10	10	3	2	309	5607	10	1	"chr5"
"ENSG00000113319.14.novel2"	59	15	1839	10	16	3	2	267	4760	12	0	"chr5"
"ENSG00000113319.14.novel3"	55	13	1122	6	7	3	2	576	3851	8	1	"chr5"
"ENSG00000113328.22.novel18"	29	8	486	4	7	2	2	81	3054	4	0	"chr5"
"ENSG00000113328.22.novel2"	34	13	888	6	7	4	2	888	3065	7	1	"chr5"
"ENSG00000113328.22.novel3"	25	14	888	8	6	4	2	888	2052	8	1	"chr5"
"ENSG00000113328.22.novel6"	37	16	888	8	5	4	2	888	3949	8	1	"chr5"
"ENSG00000113328.22.novel7"	23	2	486	1	6	1	2	78	2272	6	0	"chr5"
"ENSG00000113356.14.novel1"	29	1	303	3	2	1	2	63	2829	3	0	"chr5"
"ENSG00000113356.14.novel24"	3	3	90	6	2	2	2	90	1366	6	0	"chr5"
"ENSG00000113360.18.novel1"	83	34	4032	32	7	3	2	279	5379	34	0	"chr5"
"ENSG00000113360.18.novel12"	37	11	1545	15	5	1	2	141	2765	15	0	"chr5"
"ENSG00000113360.18.novel22"	24	6	1095	12	4	0	1	141	2234	12	0	"chr5"
"ENSG00000113360.18.novel27"	35	12	1437	14	5	1	2	162	2785	14	0	"chr5"
"ENSG00000113360.18.novel46"	42	15	1626	17	5	1	2	141	3623	17	0	"chr5"
"ENSG00000113369.9.novel2"	51	18	1098	7	7	2	2	1098	4709	7	1	"chr5"
"ENSG00000113369.9.novel3"	22	5	366	1	3	0	1	90	2253	1	0	"chr5"
"ENSG00000113391.20.novel2"	46	6	879	6	4	0	1	81	3762	6	0	"chr5"
"ENSG00000113391.20.novel42"	58	13	1002	9	8	2	2	231	5223	9	0	"chr5"
"ENSG00000113391.20.novel43"	49	11	1002	8	5	1	2	108	4780	8	0	"chr5"
"ENSG00000113407.15.novel7"	35	8	504	3	7	2	2	123	2678	6	0	"chr5"
"ENSG00000113407.15.novel8"	51	18	1113	8	10	4	2	123	3554	8	0	"chr5"
"ENSG00000113430.12.novel20"	33	18	1215	1	5	3	2	318	3941	1	0	"chr5"
"ENSG00000113441.17.novel1"	57	8	864	1	15	3	2	219	5086	1	0	"chr5"
"ENSG00000113448.21.novel1"	20	9	462	5	3	3	2	114	1948	5	0	"chr5"
"ENSG00000113448.21.novel4"	43	4	447	1	6	1	2	297	4005	2	0	"chr5"
"ENSG00000113504.22.novel1"	24	0	444	0	4	0	0	0	3955	2	0	"chr5"
"ENSG00000113504.22.novel12"	43	9	846	5	5	1	2	768	4635	5	0	"chr5"
"ENSG00000113504.22.novel13"	50	11	1428	8	5	0	1	1011	4635	8	0	"chr5"
"ENSG00000113504.22.novel17"	32	1	627	3	4	0	1	156	2686	4	0	"chr5"
"ENSG00000113504.22.novel3"	36	9	471	3	4	1	2	249	3035	3	0	"chr5"
"ENSG00000113504.22.novel5"	56	20	996	6	6	2	2	525	6122	6	0	"chr5"
"ENSG00000113504.22.novel6"	35	12	375	2	5	3	2	375	4230	2	1	"chr5"
"ENSG00000113522.15.novel1"	15	15	123	19	1	1	2	123	3689	20	0	"chr5"
"ENSG00000113522.15.novel2"	39	8	1980	10	5	0	1	123	4405	11	0	"chr5"
"ENSG00000113522.15.novel20"	25	24	129	7	3	2	2	129	3229	7	0	"chr5"
"ENSG00000113522.15.novel23"	21	7	1545	7	2	0	1	123	2546	8	0	"chr5"
"ENSG00000113522.15.novel24"	46	8	1797	9	5	0	1	123	5153	10	0	"chr5"
"ENSG00000113522.15.novel25"	22	6	1302	6	2	0	1	123	2382	7	0	"chr5"
"ENSG00000113522.15.novel29"	60	7	939	6	5	0	1	81	5133	6	0	"chr5"
"ENSG00000113522.15.novel6"	15	15	309	15	0	0	1	309	3145	16	1	"chr5"
"ENSG00000113569.18.novel2"	80	60	2772	33	9	8	2	2772	5635	33	1	"chr5"
"ENSG00000113578.19.novel1"	50	8	468	3	14	2	2	117	4081	3	0	"chr5"
"ENSG00000113580.16.novel14"	28	9	1485	2	4	1	2	156	3586	3	0	"chr5"
"ENSG00000113580.16.novel5"	29	10	1485	2	4	1	2	156	2769	3	0	"chr5"
"ENSG00000113583.9.novel5"	37	15	408	1	9	4	2	156	3263	1	0	"chr5"
"ENSG00000113593.13.novel1"	41	19	972	9	8	2	2	546	2403	9	1	"chr5"
"ENSG00000113593.13.novel15"	19	10	741	4	8	3	2	210	1572	4	0	"chr5"
"ENSG00000113593.13.novel2"	42	21	1653	11	10	4	2	327	2349	11	1	"chr5"
"ENSG00000113593.13.novel6"	36	12	1164	5	4	1	2	132	1848	5	0	"chr5"
"ENSG00000113593.13.novel9"	37	28	1059	10	9	4	2	1059	2002	10	1	"chr5"
"ENSG00000113597.19.novel10"	43	19	786	11	7	3	2	246	3162	11	1	"chr5"
"ENSG00000113597.19.novel14"	46	15	1215	10	7	2	2	123	3305	10	0	"chr5"
"ENSG00000113597.19.novel9"	38	15	654	4	6	2	2	84	3404	4	0	"chr5"
"ENSG00000113615.14.novel1"	78	34	1812	23	4	2	2	1449	7034	23	1	"chr5"
"ENSG00000113621.16.novel2"	35	23	1083	4	3	2	2	1083	2275	5	0	"chr5"
"ENSG00000113621.16.novel3"	41	29	1083	5	4	3	2	1083	2913	5	0	"chr5"
"ENSG00000113621.16.novel5"	58	29	1083	5	7	3	2	1083	4200	5	0	"chr5"
"ENSG00000113638.15::ENSG00000132356.12.novel1"	82	32	1533	8	14	4	2	1533	5560	11	1	"chr5"
"ENSG00000113638.15.novel1"	38	7	498	4	8	1	2	324	2956	5	1	"chr5"
"ENSG00000113638.15.novel4"	75	11	789	3	14	1	2	153	6046	3	0	"chr5"
"ENSG00000113645.16.novel17"	75	32	273	2	10	3	2	273	6087	2	0	"chr5"
"ENSG00000113645.16.novel51"	35	12	2052	12	5	2	2	204	3648	12	0	"chr5"
"ENSG00000113648.18.novel1"	35	6	669	7	2	1	2	669	3929	7	1	"chr5"
"ENSG00000113648.18.novel7"	21	5	705	7	0	0	1	705	2802	9	1	"chr5"
"ENSG00000113649.15.novel12"	20	2	633	2	3	0	0	177	1962	3	0	"chr5"
"ENSG00000113649.15.novel17"	30	12	570	4	3	0	1	252	2925	4	0	"chr5"
"ENSG00000113649.15.novel2"	67	30	2412	21	10	2	2	897	4705	21	1	"chr5"
"ENSG00000113649.15.novel23"	59	23	1005	11	7	2	2	897	4077	11	1	"chr5"
"ENSG00000113649.15.novel32"	57	13	2979	18	8	0	1	159	3827	18	0	"chr5"
"ENSG00000113649.15.novel37"	68	51	2214	22	10	8	2	2214	4769	22	1	"chr5"
"ENSG00000113649.15.novel38"	67	50	3036	21	10	8	2	3036	4692	21	1	"chr5"
"ENSG00000113649.15.novel4"	13	13	159	17	0	0	1	159	2787	17	0	"chr5"
"ENSG00000113649.15.novel6"	76	50	294	1	10	7	2	294	6572	1	0	"chr5"
"ENSG00000113649.15.novel7"	52	23	963	5	6	2	2	219	4853	5	0	"chr5"
"ENSG00000113649.15.novel8"	51	27	1401	8	9	4	2	228	5023	8	0	"chr5"
"ENSG00000113657.14.novel1"	65	19	1701	14	9	1	2	294	5456	14	1	"chr5"
"ENSG00000113658.19.novel1"	92	22	1398	8	8	2	2	354	7162	8	0	"chr5"
"ENSG00000113658.19.novel4"	85	19	720	7	8	3	2	573	6918	7	1	"chr5"
"ENSG00000113658.19.novel7"	56	19	720	6	4	3	2	573	3981	6	1	"chr5"
"ENSG00000113716.14.novel11"	38	6	576	3	6	2	2	171	4552	3	1	"chr5"
"ENSG00000113716.14.novel2"	50	33	2085	10	8	4	2	171	4862	10	0	"chr5"
"ENSG00000113716.14.novel25"	30	14	1521	9	7	3	2	171	3780	9	0	"chr5"
"ENSG00000113716.14.novel9"	33	2	576	1	5	1	2	171	3450	2	0	"chr5"
"ENSG00000113719.18::ENSG00000037241.8.novel2"	14	7	1035	7	2	1	2	183	1421	10	0	"chr5"
"ENSG00000113719.18.novel1"	11	4	558	3	2	0	1	327	841	5	0	"chr5"
"ENSG00000113721.15.novel1"	20	1	675	3	6	1	2	222	1965	3	0	"chr5"
"ENSG00000113734.19.novel1"	12	0	498	0	3	0	0	0	1370	5	0	"chr5"
"ENSG00000113734.19.novel5"	27	0	624	0	9	0	0	0	2762	4	0	"chr5"
"ENSG00000113742.14.novel1"	46	25	2166	8	8	5	2	414	4385	8	0	"chr5"
"ENSG00000113742.14.novel2"	30	13	888	5	7	4	2	159	2427	7	0	"chr5"
"ENSG00000113742.14.novel5"	53	23	888	5	11	7	2	207	4645	5	0	"chr5"
"ENSG00000113758.15.novel13"	18	6	969	3	2	0	1	399	2529	3	0	"chr5"
